game_id	section_id	player_id	player_name	player_url	starter	position	Goals	Assists	Points	Shots	SOG	Man-Up G	Man-Down G	GB	TO	CT	FO Won	FOs Taken	Pen	Pen Time	G Min	Goals Allowed	Saves	W	L	T	RC	YC	"Clears	Att"	Clear Pct
4003927	1	1417506	Tagliaferri, Michael	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1417506	true	MF	0	1	1	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1417502	Kelly, Patrick	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1417502	true	MF	1	1	2	4	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1417508	Pontrello, Steve	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1417508	true	A	4	1	5	6	5	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1752458	Kelly, Timmy	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1752458	true	MF	2	0	2	4	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1417528	Powers, Zach	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1417528	true	D	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1530133	Bedard, Brett	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1530133	true	""	0	0	0	0	0	0	0	0	0	0	0	0	1	60	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1644116	Cannon, Brian	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1644116	true	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1752460	Kelly, Charles	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1752460	true	""	0	0	0	0	0	0	0	1	0	0	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0
4003927	1	1644117	Gilman, Eddie	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1644117	true	""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	1	0	0	0	0	0	0	0	0	0
4003927	1	1417535	Connell, Evan	http://stats.ncaa.org/player?game_sport_year_ctl_id=12380&stats_player_seq=1417535	true	""	1	0	1	1	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
