year	year_id	team_id	team_name	jersey_number	player_id	player_name	player_url	class_year	games_played	games_started
2016	12380	725	Army West Point	40	1768078.0	Jones, Nate	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768078.0	Fr	7	6
2016	12380	725	Army West Point	13	1536543.0	Klipstein, Reaves	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536543.0	Jr	7	7
2016	12380	725	Army West Point	55	1536544.0	Krieg, Max	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536544.0	Jr	7	0
2016	12380	725	Army West Point	90	1657540.0	LaMonica, Jon	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657540.0	So	4	0
2016	12380	725	Army West Point	19	1657541.0	Langerhans, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657541.0	So	3	0
2016	12380	725	Army West Point	0	1536546.0	Littlejohn, Avery	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536546.0	Jr	7	2
2016	12380	725	Army West Point	33	1536547.0	LoConte, C.J.	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536547.0	Jr	1	0
2016	12380	725	Army West Point	81	1768080.0	MacAfee, Dalton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768080.0	Fr	7	0
2016	12380	725	Army West Point	50	1768081.0	Marino, Tommy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768081.0	Fr	3	0
2016	12380	725	Army West Point	47	1768079.0	Matt, Koziol	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768079.0	Fr	1	0
2016	12380	725	Army West Point	24	1536548.0	Miller, Gunnar	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536548.0	Jr	0	0
2016	12380	725	Army West Point	48	1424140.0	Moore, Jimbo	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424140.0	Sr	7	7
2016	12380	725	Army West Point	7	1424129.0	Mullins, Shea	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424129.0	Sr	7	5
2016	12380	725	Army West Point	85	1657542.0	Nadjari, Andrew	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657542.0	So	1	0
2016	12380	725	Army West Point	22	1657543.0	Newbold, Paul	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657543.0	So	3	1
2016	12380	725	Army West Point	29	1657544.0	O'Brien, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657544.0	So	4	0
2016	12380	725	Army West Point	5	1536550.0	Pettrone, Marc	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536550.0	Jr	3	0
2016	12380	725	Army West Point	23	1424130.0	Poulos, Luke	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424130.0	Sr	7	0
2016	12380	725	Army West Point	54	1768082.0	Poulos, Patrick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768082.0	Fr	2	0
2016	12380	725	Army West Point	57	1657545.0	Ragno, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657545.0	So	4	0
2016	12380	725	Army West Point	39	1657546.0	Rhudy, John	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657546.0	So	1	0
2016	12380	725	Army West Point	18	1657547.0	Ricca, Dom	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657547.0	So	3	0
2016	12380	725	Army West Point	3	1657548.0	Santorelli, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657548.0	So	6	1
2016	12380	725	Army West Point	11	1424143.0	Schultz, Austin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1424143.0	Sr	7	7
2016	12380	725	Army West Point	32	1768083.0	Schultz, Griffin	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768083.0	Fr	2	0
2016	12380	725	Army West Point	25	1536553.0	Stackpole, Tim	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536553.0	Jr	5	0
2016	12380	725	Army West Point	12	1768084.0	Surdick, Johnny	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768084.0	Fr	7	0
2016	12380	725	Army West Point	16	1657549.0	Symmes, David	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657549.0	So	3	0
2016	12380	725	Army West Point	8	1536554.0	Tamasitis, Jackson	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1536554.0	Jr	2	0
2016	12380	725	Army West Point	10	1657550.0	TenBrink, Jimmy	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1657550.0	So	3	0
2016	12380	725	Army West Point	41	1768085.0	Woodings, Robby	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1768085.0	Fr	2	0
2016	12380	52	Bellarmine	20	1559814.0	Barco, Tanner	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1559814.0	So	4	0
2016	12380	52	Bellarmine	22	1671844.0	Barge, Briton	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1671844.0	Fr	0	0
2016	12380	52	Bellarmine	4	1548984.0	Broderick, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548984.0	So	5	2
2016	12380	52	Bellarmine	38	1670894.0	Buckley, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1670894.0	Fr	0	0
2016	12380	52	Bellarmine	33	1774455.0	Cartor, Max	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1774455.0	N/A	4	0
2016	12380	52	Bellarmine	34	1311647.0	Charpentier, Ben	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1311647.0	N/A	3	1
2016	12380	52	Bellarmine	2	1548982.0	Ciessau, Tucker	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1548982.0	So	8	0
2016	12380	52	Bellarmine	14	1777731.0	Coukoulis, Ryan	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777731.0	N/A	2	1
2016	12380	52	Bellarmine	47	1429839.0	Cousins, Chris	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1429839.0	Sr	2	0
2016	12380	52	Bellarmine	33	1199510.0	Davis, Bradley	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1199510.0	Fr	0	0
2016	12380	52	Bellarmine	18	1777732.0	Durtschi, Nick	http://stats.ncaa.org/player/index?game_sport_year_ctl_id=12380&stats_player_seq=1777732.0	N/A	3	0
